aztec05,32,32,,amphib02,16,32,,arcs01,64,64,,amphib01,32,64,,alien08,32,32,,a1_shore,64,64,,arcgun02,32,64,,arcgun02,32,64,,arcgun02,32,64,,arcgun02,32,64,,arcgun02,32,64,,arcgun02,32,64,,arcgun02,32,64
aztec06,32,32,,amphib03,16,16,,arcs02,64,64,,amphib02,16,32,,alien09,32,32,,a1_ucav1,32,32,,bardest,16,16,,ash_dirt,32,32,,arrow1,64,64,,bardest,16,16,,bardest,16,16,,ash_dirt,32,32,,ash_dirt,32,32
aztec07,32,32,,amphib04,16,16,,arcs03,32,32,,amphib03,16,16,,ammoarcgun,16,32,,a1_ucav2,32,32,,beam01,32,128,,bardest,16,16,,bardest,16,16,,barrier,128,128,,beamred,32,64,,bardest,16,16,,bardest,16,16
bar1,32,32,,amphib05,32,16,,arcs04,32,32,,amphib04,16,16,,ammolasdes,16,32,,a200,32,32,,beam02,32,128,,beamred,32,64,,beamred,32,64,,barrier1,128,128,,beamyelo,32,64,,beamred,32,64,,beamred,32,64
bardest,16,16,,amphib06,32,32,,arcs05,64,16,,amphib05,32,16,,ammolaser,16,32,,a200a,32,32,,beam03,32,128,,beamyelo,32,64,,beamyelo,32,64,,barrier2,128,128,,blst0001,16,32,,beamyelo,32,64,,beamyelo,32,64
beamred,16,32,,amphib07,32,32,,arcs06,32,16,,amphib06,32,32,,ammolock,32,16,,a200b,32,32,,beam04,128,32,,blst0001,16,32,,blst0001,16,32,,bcourt01,128,64,,blst0003,16,32,,blst0001,16,32,,blst0001,16,32
beamyelo,16,32,,amphib09,16,16,,ash_dirt,32,32,,amphib07,32,32,,ammosonic,16,32,,a200c,32,32,,beam05,32,128,,blst0003,16,32,,blst0003,16,32,,bcourt02,128,64,,blst0005,16,32,,blst0003,16,32,,blst0003,16,32
bigwav01,32,32,,arcgun01,16,32,,bardest,16,16,,amphib09,16,16,,amphchip,16,32,,a201,32,32,,beam06,32,32,,blst0005,16,32,,blst0005,16,32,,beamred,32,64,,boxexp01,64,64,,blst0005,16,32,,blst0005,16,32
bigwav02,32,32,,arcgun02,16,32,,bascone1,64,64,,arcgun01,16,32,,amphib01,32,64,,a201a,64,64,,beamred,32,64,,boxexp01,64,64,,boxexp01,64,64,,beamyelo,32,64,,boxexp02,64,64,,boxexp01,64,64,,boxexp01,64,64
bigwav03,32,32,,bardest,16,16,,beamred,16,32,,arcgun02,16,32,,amphib02,16,32,,a202,32,32,,beamyelo,32,64,,boxexp02,64,64,,boxexp02,64,64,,bhoop,64,64,,boxexp03,64,64,,boxexp02,64,64,,boxexp02,64,64
blst0001,16,32,,beach1,32,32,,beamyelo,16,32,,arcs01,64,64,,amphib03,16,16,,a202a,32,32,,block01,64,64,,boxexp03,64,64,,boxexp03,64,64,,bldg_a01,128,128,,boxexp04,64,64,,boxexp03,64,64,,boxexp03,64,64
blst0003,16,32,,beam01,64,64,,blst0001,16,32,,arcs02,64,64,,amphib04,16,16,,a203,32,32,,blst0001,16,32,,boxexp04,64,64,,boxexp04,64,64,,bldg_a02,128,64,,boxexp05,64,64,,boxexp04,64,64,,boxexp04,64,64
blst0005,16,32,,beam02,64,64,,blst0003,16,32,,arcs03,32,32,,amphib05,32,16,,a203a,32,32,,blst0003,16,32,,boxexp05,64,64,,boxexp05,64,64,,bldg_b01,128,64,,boxexp06,64,64,,boxexp05,64,64,,boxexp05,64,64
boxexp01,64,64,,beam03,64,64,,blst0005,16,32,,arcs04,32,32,,amphib06,32,32,,a203b,32,32,,blst0005,16,32,,boxexp06,64,64,,boxexp06,64,64,,bldg_b02,64,64,,boxexp07,64,64,,boxexp06,64,64,,boxexp06,64,64
boxexp02,64,64,,beam04,64,64,,boil01,64,64,,arcs05,64,16,,amphib07,32,32,,a203c,32,32,,boxexp01,64,64,,boxexp07,64,64,,boxexp07,64,64,,bldg_c01,128,128,,boxexp08,64,64,,boxexp07,64,64,,boxexp07,64,64
boxexp03,64,64,,beam05,64,64,,boil02,64,64,,arcs06,32,16,,amphib09,16,16,,a203d,32,32,,boxexp02,64,64,,boxexp08,64,64,,boxexp08,64,64,,bldg_c02,128,64,,boxexp09,64,64,,boxexp08,64,64,,boxexp08,64,64
boxexp04,64,64,,beam06,16,16,,boil03,64,64,,arctur01,32,32,,arcgun01,16,32,,a203e,32,32,,boxexp03,64,64,,boxexp09,64,64,,boxexp09,64,64,,bldg_d01,64,64,,boxexp10,64,64,,boxexp09,64,64,,boxexp09,64,64
boxexp05,64,64,,beamred,16,32,,boil04,64,64,,arctur02,16,16,,arcgun02,16,32,,a205,32,32,,boxexp04,64,64,,boxexp10,64,64,,boxexp10,64,64,,bldg_e01,64,64,,bsmkring,64,64,,boxexp10,64,64,,boxexp10,64,64
boxexp06,64,64,,beamyelo,16,32,,boil06,64,64,,arctur03,16,64,,arcs01,64,64,,a205a,64,64,,boxexp05,64,64,,bsmkring,64,64,,broad1,128,128,,bldg_f01,64,64,,bsmok1,32,32,,brcktrim,64,64,,bsmkring,64,64
boxexp07,64,64,,block01,32,32,,boil07,32,32,,arctur04,16,8,,arcs02,64,64,,a206,32,32,,boxexp06,64,64,,bsmok1,32,32,,bsmkring,64,64,,bldg_g01,128,128,,bsmok2,32,32,,brick02,64,64,,bsmok1,32,32
boxexp08,64,64,,blst0001,16,32,,boil08,64,64,,arctur05,16,32,,arcs03,32,32,,a207,32,32,,boxexp07,64,64,,bsmok2,32,32,,bsmok1,32,32,,bldg_h01,128,128,,bsmok3,32,32,,brick05,64,64,,bsmok2,32,32
boxexp09,64,64,,blst0003,16,32,,boil10,64,64,,arctur06,16,32,,arcs04,32,32,,a207a,64,64,,boxexp08,64,64,,bsmok3,32,32,,bsmok2,32,32,,bldg_h02,128,64,,bsplsh02,16,32,,bsmkring,64,64,,bsmok3,32,32
boxexp10,64,64,,blst0005,16,32,,boil11,64,64,,ash_dirt,32,32,,arcs05,64,16,,a208,32,32,,boxexp09,64,64,,bsplsh02,16,32,,bsmok3,32,32,,bldg_i01,64,64,,bsplsh04,16,32,,bsmok1,32,32,,bsplsh02,16,32
bsmkring,64,64,,bore01,32,32,,boil12,64,64,,bardest,16,16,,arcs06,32,16,,a209,16,16,,boxexp10,64,64,,bsplsh04,16,32,,bsplsh02,16,32,,bldg_j01,64,64,,bsplsh06,16,32,,bsmok2,32,32,,bsplsh04,16,32
bsmok1,32,32,,bore02,16,16,,boil13,64,64,,beamred,16,32,,arctur01,32,32,,a211,64,64,,brdgdck2,64,64,,bsplsh06,16,32,,bsplsh04,16,32,,bldg_k01,64,64,,bsplsh08,16,32,,bsmok3,32,32,,bsplsh06,16,32
bsmok2,32,32,,bore03,32,32,,boil14,64,64,,beamyelo,16,32,,arctur02,16,16,,a213,64,64,,brdgdeck,64,64,,bsplsh08,16,32,,bsplsh06,16,32,,bldg_l01,128,64,,bsplsh10,16,32,,bsplsh02,16,32,,bsplsh08,16,32
bsmok3,32,32,,bore04,16,16,,boil16,64,64,,bigbridg,64,64,,arctur03,16,64,,a214,64,64,,brdgrmp,64,128,,bsplsh10,16,32,,bsplsh08,16,32,,bldg_l02,64,64,,bsplsh12,16,32,,bsplsh04,16,32,,bsplsh10,16,32
bsplsh02,16,32,,bore05,16,16,,boil17a,64,64,,blst0001,16,32,,arctur04,16,8,,a215,32,32,,brigsup1,32,128,,bsplsh12,16,32,,bsplsh10,16,32,,bldg_top,128,128,,bsplsh14,16,32,,bsplsh06,16,32,,bsplsh12,16,32
bsplsh04,16,32,,bore06,16,16,,boil17e,16,16,,blst0003,16,32,,arctur05,16,32,,a217,64,64,,brigsup2,32,128,,bsplsh14,16,32,,bsplsh12,16,32,,blst0001,16,32,,bsplsh16,16,32,,bsplsh08,16,32,,bsplsh14,16,32
bsplsh06,16,32,,bore07,32,32,,boil17f,32,32,,blst0005,16,32,,arctur06,16,32,,a220,64,64,,brigsup3,32,32,,bsplsh16,16,32,,bsplsh14,16,32,,blst0003,16,32,,bsplsh18,16,32,,bsplsh10,16,32,,bsplsh16,16,32
bsplsh08,16,32,,bore08,8,8,,boil19,64,64,,boxexp01,64,64,,bardest,16,16,,a226,64,64,,brigsup4,32,32,,bsplsh18,16,32,,bsplsh16,16,32,,blst0005,16,32,,bsplsh20,16,32,,bsplsh12,16,32,,bsplsh18,16,32
bsplsh10,16,32,,bore09,16,16,,boil20,32,32,,boxexp02,64,64,,base,64,64,,a229,64,64,,brigsup5,32,128,,bsplsh20,16,32,,bsplsh18,16,32,,boxexp01,64,64,,bubble,16,16,,bsplsh14,16,32,,bsplsh20,16,32
bsplsh12,16,32,1,bore10,16,16,,boil21,64,64,,boxexp03,64,64,,beamred,16,32,,a232,64,64,,brigsup6,128,32,,bunk01,64,64,,bsplsh20,16,32,,boxexp02,64,64,,bunk01,64,64,,bsplsh16,16,32,,bubble,16,16
bsplsh14,16,32,2,bore11,16,16,,boil22,64,64,,boxexp04,64,64,,beamyelo,16,32,,a236,64,64,,brigsup7,32,32,,bunk02,64,64,,bunk01,64,64,,boxexp03,64,64,,bunk02,64,64,,bsplsh18,16,32,,bunk01,64,64
bsplsh16,16,32,,bore12,64,64,,boil23,32,32,,boxexp05,64,64,,berglow5r4,32,32,,a240,32,32,,brigsup8,16,16,,bunk03,64,64,,bunk02,64,64,,boxexp04,64,64,,bunk03,64,64,,bsplsh20,16,32,,bunk02,64,64
bsplsh18,16,32,,bore15,16,16,,boil25,32,32,,boxexp06,64,64,,berglowr,32,32,,a241,64,64,,brigsup9,64,32,,bunk04,64,64,,bunk03,64,64,,boxexp05,64,64,,bunk04,64,64,,bunk01,64,64,,bunk03,64,64
bsplsh20,16,32,,bore16,32,32,,boil26a,64,64,,boxexp07,64,64,,berglowru5,32,32,,a242,32,32,,brkndeck,64,64,,bunk05,64,64,,bunk04,64,64,,boxexp06,64,64,,bunk05,64,64,,bunk02,64,64,,bunk04,64,64
bunk01,64,64,,bore17,16,16,,boil26b,64,64,,boxexp08,64,64,,berglowt,32,32,,a243,64,64,,bsmkring,64,64,,bunk06,64,64,,bunk05,64,64,,boxexp07,64,64,,bunk06,64,64,,bunk03,64,64,,bunk05,64,64
bunk02,64,64,,bore18,16,16,,boil27,32,32,,boxexp09,64,64,,blst0001,16,32,,a244,64,64,,bsmok1,32,32,,bunk07,64,64,,bunk06,64,64,,boxexp08,64,64,,bunk07,64,64,,bunk04,64,64,,bunk06,64,64
bunk03,64,64,,bore20,64,64,,boil28,64,64,,boxexp10,64,64,,blst0003,16,32,,a251,32,32,,bsmok2,32,32,,bunk08,64,64,,bunk07,64,64,,boxexp09,64,64,,bunk08,64,64,,bunk05,64,64,,bunk07,64,64
bunk04,64,64,,bore21,16,16,,boil29,64,64,,brcktrim,32,32,,blst0005,16,32,,a253,32,32,,bsmok3,32,32,,bunk09,64,64,,bunk08,64,64,,boxexp10,64,64,,bunk09,64,64,,bunk06,64,64,,bunk08,64,64
bunk05,64,64,,bore22,16,16,,boil30,64,64,,brick02,32,32,,boxexp01,64,64,,a253a,64,64,,bsplsh02,16,32,,bunk10,64,64,,bunk09,64,64,,bsmkring,64,64,,bunk10,64,64,,bunk07,64,64,,bunk09,64,64
bunk06,64,64,,bore24,32,32,,boil31a,64,64,,brick03,32,32,,boxexp02,64,64,,a253b,64,64,,bsplsh04,16,32,,bunk11,64,64,,bunk10,64,64,,bsmok1,32,32,,bunk11,64,64,,bunk08,64,64,,bunk10,64,64
bunk07,64,64,,bouyref1,32,32,,boil31b,64,64,,brick05,32,32,,boxexp03,64,64,,a253c,32,32,,bsplsh06,16,32,,bxxpld,16,16,,bunk11,64,64,,bsmok2,32,32,,bxxpld,16,16,,bunk09,64,64,,bunk11,64,64
bunk08,64,64,,bouytop1,32,32,,boil32,32,32,,briklite,64,64,,boxexp04,64,64,,a256,64,64,,bsplsh08,16,32,,cone12,128,256,,bwall01,64,128,,bsmok3,32,32,,caust01,128,256,,bunk10,64,64,,bwall01,64,128
bunk09,64,64,,boxexp01,64,64,,boil33,32,32,,brpost,32,32,,boxexp05,64,64,,a257,64,64,,bsplsh10,16,32,,cone8,128,64,,bwall02,64,128,,bsplsh02,16,32,,caust02,128,256,,bunk11,64,64,,bwall04,64,64
bunk10,64,64,,boxexp02,64,64,,boil34a,32,32,,bsmkring,64,64,,boxexp06,64,64,,a258,32,32,,bsplsh12,16,32,,crate01,64,64,,bwall03,64,128,,bsplsh04,16,32,,caust03,128,256,,bxxpld,16,16,,bwallbad,64,64
bunk11,64,64,,boxexp03,64,64,,boil34b,32,32,,bsmok1,32,32,,boxexp07,64,64,,a259,64,64,,bsplsh14,16,32,,crate02,64,64,,bwall04,64,64,,bsplsh06,16,32,,caust04,128,256,,chem15,64,64,,bxxpld,16,16
burnt1,32,32,,boxexp04,64,64,,boil36,64,64,,bsmok2,32,32,,boxexp08,64,64,,a260,64,64,,bsplsh16,16,32,,crate03,64,64,,bwall05,64,64,,bsplsh08,16,32,,caust05,128,256,,chem19,64,64,,caust01,128,128
burnt2,16,16,,boxexp05,64,64,,boilb1,64,64,,bsmok3,32,32,,boxexp09,64,64,,a262,64,64,,bsplsh18,16,32,,crate04,64,64,,bwall06,64,64,,bsplsh10,16,32,,crate01,64,64,,crate01,64,64,,caust02,128,128
burnt3,64,64,,boxexp06,64,64,,boxexp01,64,64,,bsplsh02,16,32,,boxexp10,64,64,,a266,64,64,,bsplsh20,16,32,,crate05,64,64,,bxxpld,16,16,,bsplsh12,16,32,,crate02,64,64,,crate02,64,64,,caust03,128,128
burnt4,16,16,,boxexp07,64,64,,boxexp02,64,64,,bsplsh04,16,32,,boxside6,128,64,,a270,64,64,,bunk01,64,64,,crate06,64,64,,cavern1,128,128,,bsplsh14,16,32,,crate03,64,64,,crate03,64,64,,caust04,128,128
bwall01,64,64,,boxexp08,64,64,,boxexp03,64,64,,bsplsh06,16,32,,bsmkring,64,64,,a273,64,64,,bunk02,64,64,,crate07,64,64,,cavern2,128,64,,bsplsh16,16,32,,crate04,64,64,,crate04,64,64,,caust05,128,128
bwall04,32,32,,boxexp09,64,64,,boxexp04,64,64,,bsplsh08,16,32,,bsmok1,32,32,,a274,32,32,,bunk03,64,64,,crate08,64,64,,cembar1,64,32,,bsplsh18,16,32,,crate05,64,64,,crate05,64,64,,cave01,256,128
bwallbad,32,32,,boxexp10,64,64,,boxexp05,64,64,,bsplsh10,16,32,,bsmok2,32,32,,a275,64,64,,bunk04,64,64,,crate09,64,64,,cemwall6,64,64,,bsplsh20,16,32,,crate06,64,64,,crate06,64,64,,cave02,256,64
bxxpld,16,16,,brain06a,32,32,,boxexp06,64,64,,bsplsh12,16,32,,bsmok3,32,32,,ammoarcgun,16,32,,bunk05,64,64,,crate10,64,64,,chkpt01,32,32,,bunk01,64,64,,crate07,64,64,,crate07,64,64,,cave03,128,32
cemwall1,64,64,,brdgdck2,32,32,,boxexp07,64,64,,bsplsh14,16,32,,bsplsh02,16,32,,ammolasdes,16,32,,bunk06,64,64,,crate11,64,64,,chkpt02,32,32,,bunk02,64,64,,crate08,64,64,,crate08,64,64,,cave04,128,32
cemwall2,32,32,,brdgdeck,32,32,,boxexp08,64,64,,bsplsh16,16,32,,bsplsh04,16,32,,ammolaser,16,32,,bunk07,64,64,,crate12,64,64,,chkpt03,16,32,,bunk03,64,64,,crate09,64,64,,crate09,64,64,,cave05,128,128
cemwall3,64,64,,brdgrmp,64,64,,boxexp09,64,64,,bsplsh18,16,32,,bsplsh06,16,32,,ammolock,32,16,,bunk08,64,64,,crate13,64,64,,chkpt04,16,32,,bunk04,64,64,,crate10,64,64,,crate10,64,64,,cavebh1,128,64
cemwall4,64,64,,brdgrmp2,64,64,,boxexp10,64,64,,bsplsh20,16,32,,bsplsh08,16,32,,ammosonic,16,32,,bunk09,64,64,,crate14,64,64,,chkpt05,128,32,,bunk05,64,64,,crate11,64,64,,crate11,64,64,,caveceil,64,64
cemwall5,64,64,,brglok1,32,32,,bsmkring,64,64,,bubble,16,16,,bsplsh10,16,32,,amphchip,16,32,,bunk10,64,64,,craterash,64,64,,crate01,64,64,,bunk06,64,64,,crate12,64,64,,crate12,64,64,,cavefl1,128,128
cemwall6,32,32,,brglok2a,32,32,,bsmok1,32,32,,build02,64,64,,bsplsh12,16,32,,amphib01,32,64,,bunk11,64,64,,cratrim1,128,128,,crate02,64,64,,bunk07,64,64,,crate13,64,64,,crate13,64,64,,cemcol3,64,256
cemwall9,64,64,,brglok2b,32,32,,bsmok2,32,32,,build03,64,64,,bsplsh14,16,32,,amphib02,16,32,,bunker1,64,128,,cratrim2,128,128,,crate03,64,64,,bunk08,64,64,,crate14,64,64,,crate14,64,64,,cemcol4,64,64
com01,128,32,,brglok2c,32,32,,bsmok3,32,32,,bunk01,64,64,,bsplsh16,16,32,,amphib03,16,16,,bxxpld,16,16,,dsquish1,64,64,,crate04,64,64,,bunk09,64,64,,cratersnow,64,64,,damflow,64,128,,cemcol5,32,128
com02,32,32,,brigsup1,64,64,,bunk01,64,64,,bunk02,64,64,,bsplsh18,16,32,,amphib04,16,16,,canrock1,256,128,,erfpgscl,32,64,,crate05,64,64,,bunk10,64,64,,crate_dest,32,32,,dsquish1,64,64,,cemcol6,32,128
com03,32,32,,brigsup2,64,64,,bunk02,64,64,,bunk03,64,64,,bsplsh20,16,32,,amphib05,32,16,,canyon2,128,128,,exb01,64,64,,crate06,64,64,,bunk11,64,64,,dsquish1,64,64,,erfpgscl,32,64,,cemcol8,32,128
com04,32,32,,brigsup3,16,16,,bunk03,64,64,,bunk04,64,64,,btundr,128,64,,amphib06,32,32,,cement02,128,32,,exg01,64,64,,crate07,64,64,,bxxpld,16,16,,erfpgscl,32,64,,exb01,64,64,,cemwall6,64,64
com05,32,32,,brigsup4,16,16,,bunk04,64,64,,bunk05,64,64,,btunsub,128,64,,amphib07,32,32,,cement03,128,128,,exhaust,32,32,,crate08,64,64,,citybrl,32,64,,exb01,64,64,,exg01,64,64,,cemwall9,128,64
com06,64,16,,brigsup5,64,64,,bunk05,64,64,,bunk06,64,64,,bubble,16,16,,amphib09,16,16,,cement05,64,64,,expf01,64,64,,crate09,64,64,,crate01,64,64,,exg01,64,64,,exhaust,32,32,,clondest,16,128
com07,16,16,,brigsup6,64,64,,bunk06,64,64,,bunk07,64,64,,bunk01,64,64,,arb01,64,64,,crate01,64,64,,expf02,64,64,,crate10,64,64,,crate02,64,64,,exhaust,32,32,,expf01,64,64,,clontrbs,64,64
com08,32,32,,brigsup7,16,16,,bunk07,64,64,,bunk08,64,64,,bunk02,64,64,,arb03,32,32,,crate02,64,64,,expf03,64,64,,crate11,64,64,,crate03,64,64,,expf01,64,64,,expf02,64,64,,clontree,128,128
comstat4,32,32,,brigsup8,8,8,,bunk08,64,64,,bunk09,64,64,,bunk03,64,64,,arb04,64,64,,crate03,64,64,,expf04,64,64,,crate12,64,64,,crate04,64,64,,expf02,64,64,,expf03,64,64,,clontrnk,16,128
crate01,64,64,,brigsup9,32,32,,bunk09,64,64,,bunk10,64,64,,bunk04,64,64,,arb06,64,64,,crate04,64,64,,expf05,64,64,,crate13,64,64,,crate05,64,64,,expf03,64,64,,expf04,64,64,,clwatr01,64,64
crate02,64,64,,brkndeck,32,32,,bunk10,64,64,,bunk11,64,64,,bunk05,64,64,,arb102,32,32,,crate05,64,64,,expf06,64,64,,crate14,64,64,,crate06,64,64,,expf04,64,64,,expf05,64,64,,clwatr02,64,64
crate03,64,64,,bsmkring,64,64,,bunk11,64,64,,bwallbad,32,32,,bunk06,64,64,,arb107,32,32,,crate06,64,64,,expf07,64,64,,craterdrt,64,64,,crate07,64,64,,expf05,64,64,,expf06,64,64,,clwatr03,64,64
crate04,64,64,,bsmok1,32,32,,bxxpld,16,16,,bxxpld,16,16,,bunk07,64,64,,arb119,32,32,,crate07,64,64,,expf08,64,64,,craterroad,64,64,,crate08,64,64,,expf06,64,64,,expf07,64,64,,clwatr04,64,64
crate05,64,64,,bsmok2,32,32,,cgate01,32,32,,cath01,64,64,,bunk08,64,64,,arb120,32,32,,crate08,64,64,,expf09,64,64,,cratersand,64,64,,crate09,64,64,,expf07,64,64,,expf08,64,64,,clwatr05,64,64
crate06,64,64,,bsmok3,32,32,,cgate02,32,32,,cath02,64,64,,bunk09,64,64,,arb125,16,16,,crate09,64,64,,expf10,64,64,,dirt1,64,64,,crate10,64,64,,expf08,64,64,,expf09,64,64,,clwatr06,64,64
crate07,64,64,,bsplsh02,16,32,,cgate04,8,8,,cath03,64,64,,bunk10,64,64,,arb13,32,32,,crate10,64,64,,expf11,64,64,,erfpgscl,32,64,,crate11,64,64,,expf09,64,64,,expf10,64,64,,clwatr07,64,64
crate08,64,64,,bsplsh04,16,32,,cgate05,64,64,,cath04,64,64,,bunk11,64,64,,arb133,64,64,,crate11,64,64,,expflash,64,64,,exb01,64,64,,crate12,64,64,,expf10,64,64,,expf11,64,64,,clwatr08,64,64
crate09,64,64,,bsplsh06,16,32,,cgate06,64,64,,cath05,64,64,,bxxpld,16,16,,arb140,32,32,,crate12,64,64,,exp_med01,16,16,,exg01,64,64,,crate13,64,64,,expf11,64,64,,expflash,64,64,,clwatr09,64,64
crate10,64,64,,bsplsh08,16,32,,cgate07,32,32,,cath05c,64,64,,caust01,64,128,,arb143,64,64,,crate13,64,64,,exp_med02,16,16,,exhaust,32,32,,crate14,64,64,,expflash,64,64,,exp_med01,16,16,,clwatr10,64,64
crate11,64,64,,bsplsh10,16,32,,cgate09,32,32,,cath05d,64,64,,caust02,64,128,,arb145,64,64,,crate14,64,64,,exp_med03,32,32,,expf01,64,64,,cratrcrd,64,64,,exp_med01,16,16,,exp_med02,16,16,,crate01,64,64
crate12,64,64,,bsplsh12,16,32,,cgate10,32,32,,cath05e,64,64,,caust03,64,128,,arb146,32,32,,craterdirt,64,64,,exp_med04,32,32,,expf02,64,64,,croad01,256,128,,exp_med02,16,16,,exp_med03,32,32,,crate02,64,64
crate13,64,64,,bsplsh14,16,32,,cgate11,64,64,,cath05f,64,64,,caust04,64,128,,arb147,16,16,,droad1,64,128,,exp_med05,32,32,,expf03,64,64,,croad02,256,256,,exp_med03,32,32,,exp_med04,32,32,,crate03,64,64
crate14,64,64,,bsplsh16,16,32,,cgate12,32,32,,cath06,64,64,,caust05,64,128,,arb148,64,64,,erfpgscl,32,64,,exp_med06,32,32,,expf04,64,64,,dsquish1,64,64,,exp_med04,32,32,,exp_med05,32,32,,crate04,64,64
craterroad,32,32,,bsplsh18,16,32,,cgate14,64,64,,cath07,64,64,,cavernroof,128,128,,arb15,32,32,,exb01,64,64,,exp_med07,32,32,,expf05,64,64,,dumpster,16,64,,exp_med05,32,32,,exp_med06,32,32,,crate05,64,64
cratersand,32,32,,bsplsh20,16,32,,cgate15,32,32,,cath08,32,32,,cavernroof4,128,128,,arb150,32,32,,exg01,64,64,,exr01,64,64,,expf06,64,64,,dusksky1,256,128,,exp_med06,32,32,,exp_med07,32,32,,crate06,64,64
dhint1,32,32,,bubble,16,16,,cgate16,32,32,,cath09,32,32,,cbox7,64,128,,arb152,32,32,,exhaust,32,32,,exy01,64,64,,expf07,64,64,,dusksky2,256,128,,exp_med07,32,32,,exr01,64,64,,crate07,64,64
dhint2,32,32,,bunk01,64,64,,cgate17,64,64,,cath10,32,32,,cboxoff2,64,128,,arb153,32,32,,expf01,64,64,,fire101,64,64,,expf08,64,64,,dusksky3,16,128,,exr01,64,64,,exy01,64,64,,crate08,64,64
dhint3,32,32,,bunk02,64,64,,com01,128,32,,cath11,32,32,,ceil,128,128,,arb156,16,16,,expf02,64,64,,fire102,64,64,,expf09,64,64,,elev04,128,64,,exy01,64,64,,fire101,64,64,,crate09,64,64
dhint4,32,32,,bunk03,64,64,,com02,32,32,,cath12,32,32,,clfield1,64,16,,arb157,64,64,,expf03,64,64,,fire103,64,64,,expf10,64,64,,elev05,128,64,,fire101,64,64,,fire102,64,64,,crate10,64,64
dockp01a,64,64,,bunk04,64,64,,com03,32,32,,cath13,32,32,,clfield3,64,16,,arb162,64,64,,expf04,64,64,,fire104,64,64,,expf11,64,64,,elev06,128,64,,fire102,64,64,,fire103,64,64,,crate11,64,64
dockp01b,16,16,,bunk05,64,64,,com04,32,32,,cath14,64,64,,cloncage,64,128,,arb164,64,64,,expf05,64,64,,fire105,64,64,,expflash,64,64,,elev08,64,64,,fire103,64,64,,fire104,64,64,,crate12,64,64
dockp01c,32,32,,bunk06,64,64,,com05,32,32,,cath15,32,32,,clondor1,128,64,,arb165,32,32,,expf06,64,64,,fire106,64,64,,exp_med01,16,16,,elev09,64,64,,fire104,64,64,,fire105,64,64,,crate13,64,64
dockp01d,64,64,,bunk07,64,64,,com06,64,16,,cath16,32,32,,clone01,128,128,,arb30,64,64,,expf07,64,64,,fire107,64,64,,exp_med02,16,16,,elev10,32,32,,fire105,64,64,,fire106,64,64,,crate14,64,64
dockp01e,32,32,,bunk08,64,64,,com07,16,16,,cath18,32,32,,clone03,128,128,,arb45,32,32,,expf08,64,64,,fire108,64,64,,exp_med03,32,32,,elev11,16,128,,fire106,64,64,,fire107,64,64,,cratercave,64,64
